product_name,current_price,price,percent_discount,rating,series,link,genre_name,brand_name
Garmin Approach S62 47mm dây silicone,12990000.0,12990000.0,0,3,Approach,https://www.thegioididong.com/dong-ho-thong-minh/garmin-approach-s62-day-silicon,SmartWatch,Garmin
Amazfit GTS 4 42.7mm,4290000.0,4990000.0,14,34,GTS,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gts-4-day-silicone,SmartWatch,Huami Amazfit
Amazfit GTS 4 mini 41.8mm dây silicone,2390000.0,2590000.0,7,135,GTS,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gts-4-mini,SmartWatch,Huami Amazfit
Amazfit GTS 2 mini 40.5mm dây silicone,1590000.0,1990000.0,20,46,GTS,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gts-2-mini-new,SmartWatch,Huami Amazfit
Amazfit T-Rex Ultra 47.3mm dây silicone,11490000.0,12490000.0,8,4,T-rex,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-t-rex-ultra,SmartWatch,Huami Amazfit
Amazfit T-Rex 2 47.1mm dây silicone,4490000.0,4990000.0,10,70,T-rex,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-t-rex-2,SmartWatch,Huami Amazfit
Amazfit GTR mini 42.8mm dây silicone,3190000.0,3490000.0,8,12,GTR,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gtr-mini,SmartWatch,Huami Amazfit
Amazfit GTR 4 46mm,4290000.0,4990000.0,14,51,GTR,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gtr-4-silicone,SmartWatch,Huami Amazfit
Amazfit Bip 3 Pro 44.12mm dây silicone,990000.0,1390000.0,28,45,Amazfit Bip,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-bip-3-pro,SmartWatch,Huami Amazfit
Amazfit Bip 3 44.12mm dây silicone,890000.0,1190000.0,25,80,Amazfit Bip,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-bip-3,SmartWatch,Huami Amazfit
Kidcare S88 43.4mm dây silicone,2320000.0,2690000.0,13,51,,https://www.thegioididong.com/dong-ho-thong-minh/kidcare-s88-den,SmartWatch,Kidcare
Kidcare S8 43.4mm dây silicone,2140000.0,2490000.0,14,79,,https://www.thegioididong.com/dong-ho-thong-minh/kidcare-s8-den,SmartWatch,Kidcare
Kidcare S6 41.5mm dây silicone,1740000.0,1990000.0,12,158,,https://www.thegioididong.com/dong-ho-thong-minh/kidcare-s6-xanh,SmartWatch,Kidcare
Oppo Band 2 dây silicone,1940000.0,1990000.0,0,40,,https://www.thegioididong.com/dong-ho-thong-minh/oppo-band-2,SmartWatch,Oppo
realme Band 2 dây TPU,590000.0,990000.0,40,92,,https://www.thegioididong.com/dong-ho-thong-minh/realme-band-2,SmartWatch,Realme
realme Watch 3 45mm dây silicone,1590000.0,1990000.0,20,97,,https://www.thegioididong.com/dong-ho-thong-minh/realme-watch-3-day-silicone,SmartWatch,Realme
Honor Watch GS3 45.9mm dây da,3190000.0,5990000.0,46,39,,https://www.thegioididong.com/dong-ho-thong-minh/honor-watch-gs-3-day-da-bac,SmartWatch,Honor
Honor Watch GS3 45.9mm dây da,3190000.0,5990000.0,46,27,,https://www.thegioididong.com/dong-ho-thong-minh/honor-watch-gs-3-day-da-vang,SmartWatch,Honor
Honor Watch GS3 45.9mm dây cao su,2690000.0,5490000.0,51,56,,https://www.thegioididong.com/dong-ho-thong-minh/honor-watch-gs-3-day-cao-su,SmartWatch,Honor
HAYLOU GST 45.1mm dây silicone,690000.0,1390000.0,50,78,,https://www.thegioididong.com/dong-ho-thong-minh/haylou-gst-den,SmartWatch,Haylou
HAYLOU RT2 45.7mm dây silicone,690000.0,1790000.0,61,101,,https://www.thegioididong.com/dong-ho-thong-minh/haylou-rt-2-den,SmartWatch,Haylou
HAYLOU GS 44.4mm dây silicone,490000.0,1390000.0,64,78,,https://www.thegioididong.com/dong-ho-thong-minh/haylou-gs-den,SmartWatch,Haylou
Masstel Smart Hero 20 58.2 mm dây silicone,1790000.0,1990000.0,10,20,Smart Hero,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-20,SmartWatch,Masstel
Masstel Smart Hero 10 dây silicone,1520000.0,1690000.0,10,71,Smart Hero,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-10,SmartWatch,Masstel
Masstel Smart Hero 5,,,0,0,Smart Hero,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-5,SmartWatch,Masstel
Suunto 7 50mm dây silicone,5800000.0,14500000.0,60,3,,https://www.thegioididong.com/dong-ho-thong-minh/suunto-7-day-silicon-den,SmartWatch,Suunto
