product_name,current_price,price,percent_discount,rating,series,link,genre_name,brand_name
Sạc 2 cổng Xmobile MFK3A,290000.0,290000.0,0,34,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-usb-type-c-15w-xmobile-mfk3a,Adapter Charger,Xmobile
Sạc xe hơi 2 cổng Xmobile SN-177,200000.0,290000.0,30,62,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-24a-xmobile-sn-177-den,Adapter Charger,Xmobile
Sạc 2 cổng Xmobile TC20QP,400000.0,400000.0,0,101,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-type-c-pd-qc30-20w-xmobile-tc20qp-trang,Adapter Charger,Xmobile
Sạc Xmobile MFM30,320000.0,400000.0,20,80,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,Adapter Charger,Xmobile
Adapter chuyển đổi Type C 4 in 1 Xmobile DS122F,550000.0,690000.0,20,39,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds122f,Adapter Charger,Xmobile
Sạc Xmobile TC20B,210000.0,300000.0,30,36,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-tc20b-xanh-navy,Adapter Charger,Xmobile
Sạc Xmobile TC20W,240000.0,300000.0,20,72,,https://www.thegioididong.com/adapter-sac/sac-xmobile-tc20w,Adapter Charger,Xmobile
Sạc 2 cổng Xmobile DS165X,290000.0,290000.0,0,63,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-usb-type-c-3a-xmobile-ds165x,Adapter Charger,Xmobile
Sạc 2 cổng Xmobile DS714,400000.0,400000.0,0,34,,https://www.thegioididong.com/adapter-sac/adapter-2-cong-type-c-pd-18w-xmobile-ds714,Adapter Charger,Xmobile
Sạc 2 cổng Xmobile DS165-NB,200000.0,290000.0,30,24,,https://www.thegioididong.com/adapter-sac/adapter-2-cong-usb-type-c-3a-xmobile-ds165-nb-navy,Adapter Charger,Xmobile
Sạc 2 cổng Xmobile DS730-DB,135000.0,250000.0,45,67,,https://www.thegioididong.com/adapter-sac/adapter-sac-34a-dual-xmobile-ds730-db,Adapter Charger,Xmobile
Adapter Bluetooth Xmobile BT14,115000.0,390000.0,70,60,,https://www.thegioididong.com/adapter-sac/adapter-bluetooth-xmobile-bt14-den,Adapter Charger,Xmobile
Sạc xe hơi 3 cổng Xmobile SN-155,280000.0,400000.0,30,16,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-3-cong-type-c-qc-30-xmobile-sn-155-den,Adapter Charger,Xmobile
Đế sạc không dây Xmobile TS-C106W-B,100000.0,450000.0,77,94,,https://www.thegioididong.com/adapter-sac/de-sac-khong-day-qi-10w-xmobile-ts-c106w-b-den,Adapter Charger,Xmobile
Sạc 4 cổng Xmobile DS931-WB,225000.0,450000.0,50,16,,https://www.thegioididong.com/adapter-sac/adapter-sac-4-cong-usb-type-c-48a-xmobile-ds931-wb,Adapter Charger,Xmobile
Sạc 2 cổng Xmobile DS476,150000.0,250000.0,40,45,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-34a-xmobile-ds476-trang,Adapter Charger,Xmobile
Sạc xe hơi 2 cổng Xmobile TS-C063S,200000.0,290000.0,30,50,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-xmobile-dual-usb-ts-c063s-xam,Adapter Charger,Xmobile
Sạc dây Xmobile TS-C079S,60000.0,120000.0,50,23,,https://www.thegioididong.com/adapter-sac/sac-day-xmobile-micro-ts-c079s-trang,Adapter Charger,Xmobile
Sạc xe hơi Micro 2.4A 1 m Xmobile DS195-WB,150000.0,150000.0,0,6,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-micro-24a-1m-xmobile-ds195-wb,Adapter Charger,Xmobile
Sạc AVA+ JC20,175000.0,220000.0,20,61,,https://www.thegioididong.com/adapter-sac/24a-dual-ava-jc20-trang,Adapter Charger,Ava Plus
Sạc AVA+ CS-TC021,170000.0,170000.0,0,126,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-24a-ava-cs-tc021-trang,Adapter Charger,Ava Plus
Sạc 2 Cổng AVA+ TCED2,175000.0,220000.0,20,51,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-12w-ava-tced2-trang,Adapter Charger,Ava Plus
Sạc AVA+ TCES1,170000.0,170000.0,0,172,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-12w-ava-tces1-trang,Adapter Charger,Ava Plus
Sạc 2 cổng AVA+ DS020B,150000.0,220000.0,30,44,,https://www.thegioididong.com/adapter-sac/24a-dual-ava-ds020b-tb,Adapter Charger,Ava Plus
Sạc AVA+ DS016-BG,70000.0,120000.0,40,51,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-5w-ava-ds016-bg,Adapter Charger,Ava Plus
Sạc AVA+ ASUC01,170000.0,170000.0,0,126,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-12w-ava-asuc01,Adapter Charger,Ava Plus
Sạc AVA+ DS017A-TB,170000.0,170000.0,0,54,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-105w-ava-ds017a-tb,Adapter Charger,Ava Plus
Sạc 2 cổng AVA U215A,50000.0,170000.0,70,83,,https://www.thegioididong.com/adapter-sac/adapter-sac-21a-dual-ava-u215a-trang,Adapter Charger,Ava
Sạc AVA DS432X,20000.0,70000.0,71,74,,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-ds432x,Adapter Charger,Ava
Sạc 2 cổng AVA JC78A,50000.0,170000.0,70,48,,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-ava-jc78a-trang,Adapter Charger,Ava
Sạc 2 cổng AVA ACL168A,170000.0,170000.0,0,25,,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-ava-acl168a-trang,Adapter Charger,Ava
Sạc AVA JC62A,20000.0,70000.0,71,28,,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-jc62a-trang,Adapter Charger,Ava
Sạc 2 cổng AVA JC78,150000.0,150000.0,0,23,,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-ava-jc78-trang,Adapter Charger,Ava
Sạc AVA DS498-TB,50000.0,120000.0,58,46,,https://www.thegioididong.com/adapter-sac/adapter-sac-2a-ava-ds498-tb-trang,Adapter Charger,Ava
Sạc không dây xe hơi AVA WXC08-A,50000.0,290000.0,82,30,,https://www.thegioididong.com/adapter-sac/sac-khong-day-xe-hoi-1a-ava-wxc08-a-den,Adapter Charger,Ava
Sạc 2 cổng AVA U215,50000.0,150000.0,66,29,,https://www.thegioididong.com/adapter-sac/adapter-sac-21a-dual-ava-u215-trang,Adapter Charger,Ava
Sạc AVA DS433-WB,50000.0,120000.0,58,56,,https://www.thegioididong.com/adapter-sac/adapter-sac-21a-ava-ds433-wb-trang,Adapter Charger,Ava
Sạc AVA JC62,20000.0,70000.0,71,35,,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-jc62,Adapter Charger,Ava
Sạc AVA DS432,20000.0,70000.0,71,45,,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-ds432,Adapter Charger,Ava
Sạc OPPO VC56JAUH,515000.0,740000.0,30,21,,https://www.thegioididong.com/adapter-sac/vooc-30w-oppo-vc56jauh,Adapter Charger,Oppo
Sạc OPPO VCA7JAUH,685000.0,980000.0,30,39,,https://www.thegioididong.com/adapter-sac/supervooc-65w-oppo-vca7jauh,Adapter Charger,Oppo
Sạc OPPO OP92KAUH,340000.0,490000.0,30,23,,https://www.thegioididong.com/adapter-sac/18w-oppo-op92kauh,Adapter Charger,Oppo
Sạc Belkin WCA004,340000.0,490000.0,30,41,,https://www.thegioididong.com/adapter-sac/type-c-pd-25w-belkin-wca004,Adapter Charger,Belkin
Sạc Belkin WCA003,325000.0,470000.0,30,18,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-belkin-wca003-trang,Adapter Charger,Belkin
Adapter chuyển đổi Type C 6 in 1 Belkin F4U092,2160000.0,2700000.0,20,3,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-6-in-1-belkin-f4u092-xam,Adapter Charger,Belkin
Sạc xe hơi 2 cổng Belkin CCB001,440000.0,550000.0,20,0,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-24a-belkin-ccb001-den,Adapter Charger,Belkin
Adapter chuyển đổi Type C 5 in 1 Belkin AVC004,1430000.0,1790000.0,20,8,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-5-in-1-belkin-avc004-den,Adapter Charger,Belkin
Adapter chuyển đổi Type C 2 in 1 Belkin INC001,590000.0,990000.0,40,6,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-type-c-ethernet-belkin-inc001,Adapter Charger,Belkin
Sạc Belkin GaN WCH009,315000.0,630000.0,50,9,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-belkin-wch009-trang,Adapter Charger,Belkin
Sạc Belkin WCA002,275000.0,395000.0,30,8,,https://www.thegioididong.com/adapter-sac/adapter-sac-12w-belkin-wca002-trang,Adapter Charger,Belkin
Đế sạc không dây AUKEY LC-C6,,,0,11,,https://www.thegioididong.com/adapter-sac/sac-khong-day-qi-qc-30-aukey-lc-c6-den,Adapter Charger,Aukey
Sạc 2 cổng AUKEY PA-U50,195000.0,390000.0,50,12,,https://www.thegioididong.com/adapter-sac/adapter-sac-48a-dual-aukey-pa-u50-den,Adapter Charger,Aukey
Đế sạc không dây Mbest AC63F3,100000.0,350000.0,71,36,,https://www.thegioididong.com/adapter-sac/sac-khong-day-qi-10w-mbest-ac63f3-den,Adapter Charger,Mbest
Sạc xe hơi 2 cổng Mbest DC33N00,245000.0,350000.0,30,12,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-3a-qualcomm-mbest-dc33n00-den,Adapter Charger,Mbest
Sạc Mbest DS136S,150000.0,300000.0,50,43,,https://www.thegioididong.com/adapter-sac/adapter-sac-3a-qualcomm-30-mbest-ds136s-trang,Adapter Charger,Mbest
Sạc Mophie,135000.0,250000.0,45,46,,https://www.thegioididong.com/adapter-sac/adapter-sac-10w-mophie,Adapter Charger,Mophie
Adapter chuyển đổi Type C - HDMI VCOM CU423M,225000.0,450000.0,50,19,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-usb-c-hdmi-vcom-cu423m-xam,Adapter Charger,Vcom
Adapter chuyển đổi Type C 8 in 1 Philips SWR1605D,945000.0,1890000.0,50,3,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-usb-c-8-in-1-philips-swr1605d-d,Adapter Charger,Philips
Sạc Hydrus UL160,240000.0,300000.0,20,42,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-hydrus-ul160,Adapter Charger,Hydrus
Sạc 2 cổng Hydrus MFZ20QP,360000.0,400000.0,10,47,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-type-c-pd-qc-30-20w-hydrus-mfz20qp-xanh-mint,Adapter Charger,Hydrus
Sạc Hydrus CS-TC027,70000.0,120000.0,40,21,,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-hydrus-cs-tc027-trang,Adapter Charger,Hydrus
Sạc 2 cổng Hydrus ACL2018,150000.0,220000.0,30,22,,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-hydrus-acl2018,Adapter Charger,Hydrus
Sạc dây đầu tròn 1.2m eValu LDTA-02,10000.0,50000.0,80,52,,https://www.thegioididong.com/adapter-sac/adapter-sac-day-dau-tron-12m-5w-evalu-ldta-02,Adapter Charger,Evalu
